"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1921236320413687871","Sat May 10 16:10:08 +0000 2025","9190"," kdm ️ resident playbook ️ pict atas minta pegangan tangan pict bawah minta disuapin ga nyangka seorang gu dowon bisa begini kalo lg bucin https://t.co/WDnO3wYHMx","1921236320413687871","https://pbs.twimg.com/media/GqmaQGPWcAAMaS9.jpg","","in","Rules 👇","452","324","1044","https://x.com/kdrama_menfess/status/1921236320413687871","1012588105591713793","kdrama_menfess"
"1920994897315733648","Sat May 10 00:10:48 +0000 2025","19038","Jualan tapi julidin customer tu maksudnya gimana? Rezeki lu tu dari customer lu yang lagi bucin itu. https://t.co/YbhxxjsZ7l","1920994897315733648","https://pbs.twimg.com/media/Gqi-q2RXgAAIW_5.jpg","","in","Indonesia","684","593","1319","https://x.com/Maeliani07/status/1920994897315733648","1659026628071288835","Maeliani07"
"1921516689079820765","Sun May 11 10:44:13 +0000 2025","4","Ini pas awal vidio Yeye kaya nyandar di bahu Kyukyu terus pas ganti kamera depan langsung bangun si Yeye aduuuhh ginì banget dah aku ini nyari moment #Kyusung https://t.co/q8hgoDeuGr","1921516689079820765","https://pbs.twimg.com/media/GqqZOtGaUAAgDdP.jpg","","in","dusun majasri","0","0","1","https://x.com/BeUrCLOUDS/status/1921516689079820765","2995021591","BeUrCLOUDS"
"1921414816133996832","Sun May 11 03:59:24 +0000 2025","2128"," kdm resident playbook Ini tuh dowon yiyoung pegangan tangan anjrit BUCIN BAT LU BERDUAAA dahlah suap suapan sambil pegangan tangan pulak inimah kecintaan penonton kalah sama kebucinan kalian https://t.co/4IROhtB4hM","1921414816133996832","https://pbs.twimg.com/media/Gqo8l6vW0AAbCWI.jpg","","in","Rules 👇","55","77","198","https://x.com/kdrama_menfess/status/1921414816133996832","1012588105591713793","kdrama_menfess"
"1921515322135232681","Sun May 11 10:38:47 +0000 2025","438","Bu lena liat kelakuan bucin adiknya AQEELA TERHARRY HARRY #HQ_AGZEPS160 #WELOVEHARQEEL https://t.co/1N4HQapS3F","1921515322135232681","https://pbs.twimg.com/ext_tw_video_thumb/1921515207874232321/pu/img/z6k3i4RKroxPwAXN.jpg","","in","","5","1","69","https://x.com/staraquars/status/1921515322135232681","1692804014994599937","staraquars"
"1921502982983557282","Sun May 11 09:49:45 +0000 2025","482","teriak doang di permasalahin kan punya suara kan kita punya hak buat berpendapat. yaudah kalo mereka teriak si? kan ga cuman ada kapal lo disana ada moqeel juga di panggung. kalo gue nonton langsung gue jg bakal teriak kaya gitu sampe suara gue habis","1921502982983557282","","","in","bikini bottom 🫧🪸🫙🐬🧜‍♀️","3","11","90","https://x.com/redhorse44/status/1921502982983557282","1642331059634442241","redhorse44"
"1921052358710063558","Sat May 10 03:59:08 +0000 2025","13","First Crack Coffee beneran enak wajib coba sekalian napak tilas JHOPE di Indo. Ini 2024 pas lagi ngerjain tugas les mandarin dan pacarku lg kerja https://t.co/G5lVgcqGYz","1921052358710063558","https://pbs.twimg.com/media/Gqjy4otW8AAzx6g.jpg","","in","","0","3","2","https://x.com/bucinLDR/status/1921052358710063558","225383069","bucinLDR"
"1918646467259994119","Sat May 03 12:38:59 +0000 2025","13","Bisa dipastikan korban pertama jojang nya sieun adalah geum seongje sieun ekspresi kayak zombie aja dia udah bucin https://t.co/3OqnCBflku","1918646467259994119","https://pbs.twimg.com/ext_tw_video_thumb/1918646439229759488/pu/img/c8bLcrNZ9eEk60c0.jpg","","in","","1","1","3","https://x.com/cottongummmy/status/1918646467259994119","1571098042417426432","cottongummmy"
"1921514340517044723","Sun May 11 10:34:53 +0000 2025","3","Niat ingsun mboten bucin dumateng Indah Cahya namung ningali sing ngeten niki kok ati kulo mboten kiat nuwun sewu @C_IndahJKT48 izinkan saya semakin mencintaimu https://t.co/TRYksOdgBs","1921514340517044723","https://pbs.twimg.com/media/GqqXGy0WUAAVwzV.jpg","","in","","0","0","0","https://x.com/denoxind/status/1921514340517044723","2862016362","denoxind"
"1920306774030049605","Thu May 08 02:36:27 +0000 2025","5443","terlalu bucin artinya kurang sibuk? my main job adalah mencintaimu","1920306774030049605","","","in","Hell, MI","266","59","1650","https://x.com/xximbecile2/status/1920306774030049605","1422062358126551041","xximbecile2"
"1921512763836235872","Sun May 11 10:28:37 +0000 2025","129","moqeel sebelahan se mall gonjang ganjing lah couple lu? geli dikit paling mallnya","1921512763836235872","","","in","bikini bottom 🫧🪸🫙🐬🧜‍♀️","0","5","4","https://x.com/redhorse44/status/1921512763836235872","1642331059634442241","redhorse44"
"1920098975417241654","Wed May 07 12:50:44 +0000 2025","39","#JuniorMark : onetweet AU. ketika Juna bucin level max dan Marka pusing pacarnya kok bawel banget untung sayang. https://t.co/Zpp3JnDq1q","1920098975417241654","https://pbs.twimg.com/media/GqWP11ebMAAmlZ2.jpg","","in","FA, 23+","2","1","6","https://x.com/nataccai/status/1920098975417241654","1250568105912184832","nataccai"
"1918489505268638152","Sat May 03 02:15:16 +0000 2025","242","yang selalu nanyain pakek parfum apa wangi banget? inih loh gaesss . Lagi bucin sama parfum lokal satu ini yang wanginya fresh seger bikin mood bagus seharian https://t.co/SxmFXATQyn","1918489505268638152","https://pbs.twimg.com/media/Gp_YB82awAI3Z56.jpg","","in","","0","20","130","https://x.com/nakkecillll/status/1918489505268638152","1346287803374530562","nakkecillll"
"1919381613948846342","Mon May 05 16:04:29 +0000 2025","457","@tanyakanrl aries ga suka di kejar. aries gampang suka tp gampang ilfeel jg. aries kl ud bucin seluruh dunia jg dikasih buat lu. aries sekalinya ga suka sm org lsg cut off ga pk basa basi. aries gampang marah tp gampang reda jg.","1919422960886038905","","tanyakanrl","in","she.","49","18","60","https://x.com/marcdaffodil/status/1919422960886038905","2489744311","marcdaffodil"
"1921201300445839476","Sat May 10 13:50:58 +0000 2025","1929","Beginilah bun kalo suka tuh jangan nyerah sampe dia suka balik. Kan ku kejar sampai dapet dan kupastikan dia akan lebih bucin dariku. Tapi yaa inget juga kita hidup di dunia nyata dan muka kita gak kaya yiyong. #ResidentPlaybook #ResidentPlaybookEp9 https://t.co/XvatH8rKrT","1921201300445839476","https://pbs.twimg.com/media/Gql6ZSTbcAQ_RZ0.jpg","","in","VIP BABYAHGASE WANNABLE","110","41","400","https://x.com/verinagustianti/status/1921201300445839476","190596053","verinagustianti"
"1919601733614936065","Tue May 06 03:54:52 +0000 2025","4","Eh gw tau kenapa Dohyun bucin banget sm Jiyeon eonni padahal beda umurnya 5 tahun. Karna Jiyeon aslinya lovable banget yaampuuuun Liat ini kelakuannya sampe bikin Jaewook tercengang Pasti kalo lagi sm Dohyun Jiyeon nih lebih gemesin &gt;.&lt; https://t.co/QCJU8zjp1d","1919601733614936065","https://pbs.twimg.com/amplify_video_thumb/1919601611506388992/img/2d6eRpww28qhuFcO.jpg","","in","021","0","0","0","https://x.com/auraaaw/status/1919601733614936065","119658695","auraaaw"
"1921111269626540436","Sat May 10 07:53:13 +0000 2025","1020","London walking tours I'll walk with you. ( 10 perfect days) Long #MOQEEL #FATSA Alternative Universe! https://t.co/4MnHdSSOGS","1921111269626540436","https://pbs.twimg.com/media/Gqkoew0bcAQk95s.jpg","","en","bikini bottom 🫧🪸🫙🐬🧜‍♀️","9","4","157","https://x.com/redhorse44/status/1921111269626540436","1642331059634442241","redhorse44"
"1920863293956063342","Fri May 09 15:27:51 +0000 2025","2749","Joss malu gak josss.. se twitter tau kelakuan bucin lo beneran dah.. Maluu gue maluuu liatnyaaa https://t.co/Vi6LmHnp69","1920863293956063342","https://pbs.twimg.com/amplify_video_thumb/1920835989028868096/img/7N-kD1OXZIMOygF0.jpg","","in","In another world","13","18","348","https://x.com/lbd_lb/status/1920863293956063342","602770086","lbd_lb"
"1918234006623306056","Fri May 02 09:20:00 +0000 2025","3","Mau mengingatkan jangan lupa bersihin memori dari pada pas fancam trus storage full https://t.co/c6PTg29nuB","1918234006623306056","https://pbs.twimg.com/media/Gp7vqP4awAAyWkT.jpg","","in","","0","2","0","https://x.com/bucinLDR/status/1918234006623306056","225383069","bucinLDR"
"1920865348128997719","Fri May 09 15:36:01 +0000 2025","10","Dua cwo bucin yg rela dimamam hantu demi orang terkasih #TheHauntedPalace #TheHauntedPalaceEp7 https://t.co/NTpxCZnsnt","1920865348128997719","https://pbs.twimg.com/media/GqhI2ESWoAAGaqr.jpg","","in","","0","0","0","https://x.com/hello_lily199/status/1920865348128997719","1300126399911477248","hello_lily199"
"1921197471084023952","Sat May 10 13:35:45 +0000 2025","4218","DW: Ada telfon tuh YY: Enaknya makan apa ya kita? DW: Ada telfon YY: Makan di mana kita? DW: Yiyoung ada telfon! Yiyoung kalo bucin jadi budeg wkwk #ResidentPlaybook https://t.co/PGLlhYyHms","1921197471084023952","https://pbs.twimg.com/amplify_video_thumb/1921185077960044544/img/on9JIF9om4mIoMD6.jpg","","in","ENG-한-IDN","172","40","519","https://x.com/dramacoKR/status/1921197471084023952","1152513634007805957","dramacoKR"
"1921075316853744086","Sat May 10 05:30:22 +0000 2025","8","Abis naik bus Jogja haritage yg rute Culinary gaes ALL FREE GA BAYAR APAPUN Yg mau keliling kota Jogja+dpt makan gratis bisa langsung reservasi aja ke Jogja Haritage yg rute culinary yaap Cuma rute culinary aja yg dpt makan selain itu ga dpt https://t.co/Xt8mSq1Vps","1921075316853744086","https://pbs.twimg.com/media/GqkHyoKbcAAbtzm.jpg","","in","Yogyakarta,Indonesia","0","7","3","https://x.com/NiLuhDewi13/status/1921075316853744086","1654479554","NiLuhDewi13"
"1921462854667890791","Sun May 11 07:10:18 +0000 2025","10","/wp/ leora ini antara bucin apa bulol ya? hmm kalo kalian jd leora pilih bertahan apa run aja? Cintai Aku Chakra - kireina76 https://t.co/seMdszrJME","1921462854667890791","https://pbs.twimg.com/media/GqpoSKOWgAAlf5o.jpg","","in","","1","4","4","https://x.com/wattpadmenfess_/status/1921462854667890791","1308443040449585152","wattpadmenfess_"
