"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1921236320413687871","Sat May 10 16:10:08 +0000 2025","8858"," kdm ️ resident playbook ️ pict atas minta pegangan tangan pict bawah minta disuapin ga nyangka seorang gu dowon bisa begini kalo lg bucin https://t.co/WDnO3wYHMx","1921236320413687871","https://pbs.twimg.com/media/GqmaQGPWcAAMaS9.jpg","","in","Rules 👇","446","316","1012","https://x.com/kdrama_menfess/status/1921236320413687871","1012588105591713793","kdrama_menfess"
"1920994897315733648","Sat May 10 00:10:48 +0000 2025","18264","Jualan tapi julidin customer tu maksudnya gimana? Rezeki lu tu dari customer lu yang lagi bucin itu. https://t.co/YbhxxjsZ7l","1920994897315733648","https://pbs.twimg.com/media/Gqi-q2RXgAAIW_5.jpg","","in","Indonesia","659","580","1260","https://x.com/Maeliani07/status/1920994897315733648","1659026628071288835","Maeliani07"
"1921414816133996832","Sun May 11 03:59:24 +0000 2025","2003"," kdm resident playbook Ini tuh dowon yiyoung pegangan tangan anjrit BUCIN BAT LU BERDUAAA dahlah suap suapan sambil pegangan tangan pulak inimah kecintaan penonton kalah sama kebucinan kalian https://t.co/4IROhtB4hM","1921414816133996832","https://pbs.twimg.com/media/Gqo8l6vW0AAbCWI.jpg","","in","Rules 👇","51","76","183","https://x.com/kdrama_menfess/status/1921414816133996832","1012588105591713793","kdrama_menfess"
"1921502982983557282","Sun May 11 09:49:45 +0000 2025","361","teriak doang di permasalahin kan punya suara kan kita punya hak buat berpendapat. yaudah kalo mereka teriak si? kan ga cuman ada kapal lo disana ada moqeel juga di panggung. kalo gue nonton langsung gue jg bakal teriak kaya gitu sampe suara gue habis","1921502982983557282","","","in","bikini bottom 🫧🪸🫙🐬🧜‍♀️","3","9","78","https://x.com/redhorse44/status/1921502982983557282","1642331059634442241","redhorse44"
"1918646467259994119","Sat May 03 12:38:59 +0000 2025","13","Bisa dipastikan korban pertama jojang nya sieun adalah geum seongje sieun ekspresi kayak zombie aja dia udah bucin https://t.co/3OqnCBflku","1918646467259994119","https://pbs.twimg.com/ext_tw_video_thumb/1918646439229759488/pu/img/c8bLcrNZ9eEk60c0.jpg","","in","","1","1","3","https://x.com/cottongummmy/status/1918646467259994119","1571098042417426432","cottongummmy"
"1921052358710063558","Sat May 10 03:59:08 +0000 2025","12","First Crack Coffee beneran enak wajib coba sekalian napak tilas JHOPE di Indo. Ini 2024 pas lagi ngerjain tugas les mandarin dan pacarku lg kerja https://t.co/G5lVgcqGYz","1921052358710063558","https://pbs.twimg.com/media/Gqjy4otW8AAzx6g.jpg","","in","","0","3","2","https://x.com/bucinLDR/status/1921052358710063558","225383069","bucinLDR"
"1919601733614936065","Tue May 06 03:54:52 +0000 2025","4","Eh gw tau kenapa Dohyun bucin banget sm Jiyeon eonni padahal beda umurnya 5 tahun. Karna Jiyeon aslinya lovable banget yaampuuuun Liat ini kelakuannya sampe bikin Jaewook tercengang Pasti kalo lagi sm Dohyun Jiyeon nih lebih gemesin &gt;.&lt; https://t.co/QCJU8zjp1d","1919601733614936065","https://pbs.twimg.com/amplify_video_thumb/1919601611506388992/img/2d6eRpww28qhuFcO.jpg","","in","021","0","0","0","https://x.com/auraaaw/status/1919601733614936065","119658695","auraaaw"
"1918489505268638152","Sat May 03 02:15:16 +0000 2025","242","yang selalu nanyain pakek parfum apa wangi banget? inih loh gaesss . Lagi bucin sama parfum lokal satu ini yang wanginya fresh seger bikin mood bagus seharian https://t.co/SxmFXATQyn","1918489505268638152","https://pbs.twimg.com/media/Gp_YB82awAI3Z56.jpg","","in","","0","20","130","https://x.com/nakkecillll/status/1918489505268638152","1346287803374530562","nakkecillll"
"1921503300739891351","Sun May 11 09:51:01 +0000 2025","2","ini gambar kapan iah pas jaman bucin ajuy taun lalu kali yh https://t.co/KGU9jEXr8M","1921503300739891351","https://pbs.twimg.com/media/GqqNDiNXUAAsTMP.jpg","","in","hatimoe","0","2","0","https://x.com/ciyachijeu/status/1921503300739891351","1859570534666862595","ciyachijeu"
"1921111269626540436","Sat May 10 07:53:13 +0000 2025","1018","London walking tours I'll walk with you. ( 10 perfect days) Long #MOQEEL #FATSA Alternative Universe! https://t.co/4MnHdSSOGS","1921111269626540436","https://pbs.twimg.com/media/Gqkoew0bcAQk95s.jpg","","en","bikini bottom 🫧🪸🫙🐬🧜‍♀️","9","4","155","https://x.com/redhorse44/status/1921111269626540436","1642331059634442241","redhorse44"
